,ammonia,hydrogen,methane,nitrogen
x^4,1.20447277965165e-10,4.490739499944321e-11,3.0623563574091324e-10,6.869536253388119e-10
x^3,-1.839540395732966e-07,-5.4957793237438355e-08,-3.867230813800257e-07,-8.352397027188802e-07
x^2,0.00010962513185533785,2.5753155798836626e-05,0.00018775545867570604,0.0003877722757963035
x^1,-0.03150996075324207,-0.005744960676373367,-0.0435099720282965,-0.0852958730246553
x^0,4.267553456681592,0.6070881586441532,4.763125389882827,8.80758658219843
