,ammonia,hydrogen,methane,nitrogen
x^6,2.323222884979853e-11,1.984870049532559e-11,6.718607583909018e-12,1.1050554643776464e-12
x^5,-4.90938427194947e-08,-3.236400136339374e-08,-1.1132436073784312e-08,-1.832522402361458e-09
x^4,4.347752708062348e-05,2.1220759057194924e-05,7.4874768207603545e-06,1.247472457488379e-06
x^3,-0.02070486924760755,-0.006973069134925291,-0.0026202443182700395,-0.00044619178195450047
x^2,5.609798024333766,1.1165171793325206,0.5136669518244097,0.0887477549160887
x^1,-821.3815796921643,-54.11857322332665,-54.16184069634179,-9.388213332941186
x^0,52920.31123048782,10620.787168687348,4506.060870628703,1460.5708003452194
