AR,Q_L,Q_b,Q_VL,Q_Vw,Q_tot,BOR
0.05,619.3180437228817,4054.5765643329073,4.106019633083073,60.37508236584963,4738.375710054721,0.3350657678532787
0.0736842105263158,711.3001683845512,3130.948222034236,3.8784049615068312,62.82527765751239,3908.9520730378067,0.276414015615258
0.09736842105263158,784.4829641971621,2600.0403653214457,3.678968505548728,65.3968975881636,3453.5991956123203,0.24421431457043746
0.12105263157894737,846.2006979663342,2248.757813336007,3.493022422315992,67.91325978616995,3166.364793510827,0.2239028997086001
0.14473684210526316,900.0711563528081,1996.2094787147905,3.316278981354319,70.33317747501945,2969.9300915239724,0.21001229375817834
0.16842105263157897,948.1753633597231,1804.3796639278137,3.148758865127909,72.65085717092398,2828.354643323589,0.20000095184096212
0.19210526315789472,991.8326106948107,1652.8470475850315,2.9898846962847774,74.87101768443733,2722.5405606605646,0.19251845098701406
0.21578947368421053,1031.9377634041466,1529.5793255086396,2.8398490811772725,77.00128892556371,2641.358226919527,0.18677775034469066
0.23947368421052634,1069.128827854192,1426.9879689482266,2.6984874843407174,79.04967044000905,2577.864954726768,0.18228791216363818
0.2631578947368421,1103.8784764134934,1340.030159949651,2.5656669608545166,81.02366522522053,2527.49796854922,0.17872628351751368
0.2868421052631579,1136.5477328967365,1265.212792743848,2.4413537097374287,82.93002580848449,2487.1319051588066,0.17587184237280118
0.3105263157894737,1167.419274246829,1200.0331268840066,2.324847992809632,84.77472954653011,2454.5519786701757,0.17356799882302357
0.33421052631578946,1196.7190461070236,1142.647022971245,2.2158587156251026,86.56303201560642,2428.1449598095,0.17170065606353999
0.35789473684210527,1224.6308048656347,1091.6631088036897,2.1139266422406795,88.29956116498687,2406.7074014765517,0.1701847288588772
0.3815789473684211,1251.3062482127593,1046.0101649416806,2.0186050724277504,89.98838632466895,2389.323404551537,0.1689554392672173
0.4052631578947368,1276.8722190833435,1004.8488948773328,1.9294489083296933,91.63310700816653,2375.283669877172,0.16796263533939668
0.42894736842105263,1301.435983157043,967.5115765296426,1.846027499945568,93.2369130932885,2364.0305002799196,0.16716687781412554
0.45263157894736844,1325.0891505306022,933.4597762751711,1.7679333469923326,94.80264569856804,2355.1195058513335,0.16653674591320425
0.4763157894736842,1347.910655997745,902.254083961517,1.6947737540124532,96.33284192403134,2348.1923556373063,0.16604689747925838
0.5,1369.9690468333586,873.5320403589108,1.6261872911725306,97.82977940036311,2342.957053883805,0.1656766849417409
0.55,1414.2915755104668,819.7543231604839,1.4949127883632998,100.88974693227765,2336.430558391592,0.1652151624100558
0.6000000000000001,1455.93924061018,773.5552567858058,1.3565947338962365,103.8174170083628,2334.6685091382446,0.1650906074053767
0.65,1495.2768798517031,733.3589630565858,1.2549711512715027,106.64508034304363,2336.535894402604,0.16522263902366663
0.7000000000000001,1532.5967359678095,698.0075957880812,1.1654560575614896,109.37498067598541,2341.144768489438,0.16554853237868244
0.75,1568.1359032474409,666.6297119503448,1.0862075701446283,112.01661701289726,2347.868439780828,0.16602397073155917
0.8,1602.089904797636,638.5557952266829,1.0157007161910696,114.57806260997941,2356.2394633504896,0.16661589906839153
0.8500000000000001,1634.6222111057643,613.2622398696187,0.9491794191977355,117.06191260041126,2365.895542994992,0.16729871067276858
0.9,1665.8706155662692,590.3331465631411,0.8928691300951028,119.48282651244934,2376.579457771955,0.1680541913499208
0.95,1695.9530474302703,569.4336204808047,0.8421211426810086,121.84170262155662,2388.070491675313,0.16886674757104297
1.0,1724.9709533252205,550.2907027029047,0.7962224414982111,124.1431295043163,2400.20100797394,0.16972452346368572
1.05,1753.0123856742052,532.6794908726838,0.7545211833175912,126.39116097917392,2412.8375587093806,0.17061808344120485
1.1,1780.1543167203629,516.4128637461089,0.7165115065451397,128.58940052809407,2425.8730925011105,0.17153985666953622
1.15,1806.4645344943704,501.33375689505925,0.6815179126729732,130.73713172146876,2439.2169410235715,0.17248343181142395
1.2,1832.002842357697,487.30927564063535,0.6496457312296319,132.84504980786627,2452.8068135374283,0.17344440480072776
1.25,1856.8226298211484,474.226151802064,0.6203032276359527,134.91188813240808,2466.5809729832563,0.17441840949112422
1.2999999999999998,1880.9715742537085,461.98719734203485,0.5932153233862568,136.94000429794596,2480.4919912170753,0.17540209199510937
1.35,1904.4924959654847,450.50850714810093,0.5681357217819918,138.93154140232943,2494.500680237697,0.1763926817239847
