LF,Optimal_AR,Min_BOR
0.05,0.4743743743743744,0.05031597007072286
0.05452261306532664,0.4741741741741742,0.046159924406251496
0.05904522613065327,0.4737737737737738,0.042640545317964684
0.0635678391959799,0.4735735735735736,0.03962194402043817
0.06809045226130653,0.47317317317317314,0.03700433395237146
0.07261306532663317,0.47277277277277274,0.03471279001601335
0.0771356783919598,0.4725725725725725,0.03268995798408325
0.08165829145728642,0.4721721721721721,0.030891190863535645
0.08618090452261307,0.47197197197197194,0.02928121268929218
0.0907035175879397,0.47157157157157154,0.0278317839357084
0.09522613065326634,0.47137137137137136,0.026520029175098325
0.09974874371859296,0.4709709709709709,0.02532722223481787
0.10427135678391959,0.47077077077077073,0.02423788534433724
0.10879396984924623,0.4703703703703704,0.023239114807735772
0.11331658291457286,0.4701701701701702,0.02232006659786756
0.11783919597989949,0.4697697697697698,0.021471561739392464
0.12236180904522612,0.4695695695695696,0.02068577805288263
0.12688442211055276,0.46916916916916923,0.01995600883222104
0.1314070351758794,0.46896896896896906,0.0192764704531192
0.135929648241206,0.4685685685685686,0.01864214921574403
0.14045226130653266,0.4683683683683684,0.018048676997331592
0.1449748743718593,0.467967967967968,0.017492230939419873
0.1494974874371859,0.4677677677677678,0.016969450579793488
0.15402010050251255,0.46736736736736734,0.016477370372934952
0.1585427135678392,0.46716716716716716,0.016013362926173502
0.1630653266331658,0.46676676676676676,0.015575092579535266
0.16758793969849245,0.46656656656656653,0.015160475523503414
0.1721105527638191,0.4661661661661662,0.014767647279673723
0.1766331658291457,0.46596596596596596,0.01439493399128644
0.18115577889447235,0.46556556556556555,0.014040829324846626
0.185678391959799,0.4653653653653654,0.01370397329947659
0.19020100502512563,0.46516516516516515,0.01338313572995875
0.19472361809045224,0.4647647647647648,0.01307720024182324
0.19924623115577889,0.46456456456456463,0.01278515230255406
0.20376884422110553,0.46416416416416423,0.012506067013719369
0.20829145728643214,0.46396396396396405,0.012239100170326478
0.21281407035175878,0.46356356356356365,0.011983479037011024
0.2173366834170854,0.4633633633633634,0.011738495418175954
0.22185929648241204,0.462962962962963,0.011503498718935634
0.22638190954773868,0.4627627627627628,0.011277890404665203
0.23090452261306532,0.46236236236236244,0.011061118838980644
0.23542713567839194,0.46216216216216227,0.010852674691185227
0.23994974874371858,0.46176176176176176,0.01065208719066102
0.24447236180904522,0.46156156156156153,0.010458920163646135
0.24899497487437183,0.46136136136136136,0.010272769427382089
0.2535175879396985,0.4609609609609609,0.010093259309368108
0.2580402010050251,0.4607607607607607,0.009920040791544849
0.26256281407035176,0.4603603603603603,0.009752788654090572
0.2670854271356784,0.46016016016016015,0.009591199859135036
0.271608040201005,0.45975975975975975,0.009434991493623923
0.2761306532663316,0.45955955955955957,0.009283899142704777
0.28065326633165827,0.45915915915915917,0.009137675567283732
0.2851758793969849,0.45895895895895894,0.008996088983969974
0.28969849246231155,0.45875875875875877,0.008858922367519062
0.2942211055276382,0.4583583583583583,0.00872597177291179
0.2987437185929648,0.45815815815815814,0.008597045797983038
0.3032663316582914,0.4577577577577578,0.008471964359643702
0.30778894472361806,0.45755755755755756,0.008350557950934978
0.3123115577889447,0.45715715715715716,0.008232666998066573
0.31683417085427135,0.45695695695695693,0.008118140817092945
0.321356783919598,0.45675675675675675,0.008006837480608708
0.3258793969849246,0.45635635635635635,0.007898622717417592
0.3304020100502512,0.4561561561561562,0.007793369724752086
0.33492462311557786,0.4557557557557558,0.0076909585433994065
0.3394472361809045,0.45555555555555555,0.007591275498049499
0.34396984924623114,0.4553553553553553,0.0074942130795824236
0.3484924623115578,0.45495495495495497,0.007399669162058253
0.35301507537688437,0.4547547547547548,0.0073075470015839805
0.357537688442211,0.45435435435435434,0.0072177546974360185
0.36206030150753765,0.45415415415415417,0.007130204871614865
0.3665829145728643,0.453953953953954,0.007044814613281769
0.37110552763819094,0.4535535535535536,0.006961504877713076
0.3756281407035176,0.45335335335335336,0.006880200560800298
0.38015075376884416,0.45295295295295296,0.006800830096314381
0.3846733668341708,0.4527527527527528,0.006723325193769281
