Geometric_AR,BOR_LF_0.05,BOR_LF_0.20,BOR_LF_0.35,BOR_LF_0.50,BOR_LF_0.65,BOR_LF_0.80,BOR_LF_0.95,Thermal_AR_LF_0.05,Thermal_AR_LF_0.20,Thermal_AR_LF_0.35,Thermal_AR_LF_0.50,Thermal_AR_LF_0.65,Thermal_AR_LF_0.80,Thermal_AR_LF_0.95
0.2,0.0603756093708153,0.01522711560347632,0.008774826537007103,0.006192099813017318,0.00479996372674607,0.003928675650068999,0.0033314808709902855,0.4201090514839945,0.42411898782310964,0.42807384772764195,0.43197475816951575,0.4358228155822047,0.4396190868881776,0.44336461048513937
0.20180180180180182,0.06023882969753294,0.015193458648758984,0.008755881265454266,0.006179024677247592,0.00479003791712751,0.003920708538615956,0.0033248459131450642,0.422295993831359,0.42631145857309716,0.43027148780717767,0.43417722163629646,0.4380297691124396,0.44183020928681743,0.44557959221748217
0.2036036036036036,0.06010470992037296,0.015160464110307708,0.008737313108886717,0.006166212577063861,0.004780313750853177,0.00391290473120138,0.0033183480399992605,0.4244665084142907,0.42848730397116025,0.43245230907916665,0.43636267691634406,0.44021952909690354,0.44402395674381645,0.44777702151795606
0.20540540540540542,0.05997318396774454,0.015128115501126138,0.008719112663414772,0.0061536569418370836,0.004770786182497488,0.0039052601355737166,0.003311983812040548,0.4266207796098513,0.43064671237405705,0.4346165038498334,0.43853132023412794,0.4423922956461754,0.44620053322288766,0.4499571061696614
0.2072072072072072,0.05984418793327668,0.015096396874886142,0.008701270833815047,0.0061413514165656715,0.004761450332412868,0.003897770794021839,0.0033057499028843473,0.4287589890467127,0.43278986930440505,0.436764261505232,0.44068334480768084,0.4445482657779367,0.448360139508231,0.45212005068945504
0.209009009009009,0.05971765998728644,0.01506529280381898,0.008683778820991932,0.006129289853181079,0.004752301479944241,0.003890432877859903,0.003299643094631456,0.43088131565616683,0.4349169575037761,0.4388957685664539,0.44281894090594726,0.4466876334764858,0.4505029732662382,0.45426605639186735
0.21081081081081082,0.05959354029258214,0.015034788357679874,0.008666628109488848,0.006117466302218749,0.004743335056978849,0.0038832426821922006,0.003293660273483402,0.4329879357220032,0.4370281569846028,0.44101120874358934,0.4449382959048239,0.4488105897508822,0.4526292291057647,0.45639532145152517
0.21261261261261263,0.05947177092435485,0.01500486908374164,0.008649810456571379,0.006105875004668193,0.004734546641779001,0.0038761966209239136,0.0032877984255333154,0.4350790229292854,0.4391236450809262,0.4431107629884725,0.44704159434192764,0.45091732269176044,0.4547390986370105,0.4585080409641203
0.21441441441441442,0.05935229579392809,0.014975520987745967,0.008633317881373066,0.006094510384582815,0.004725931953189821,0.0038692912220209697,0.0032820546327627016,0.4371547484120524,0.441203596498016,0.44519460954624446,0.44912901797012383,0.45300801752684544,0.4568327705290452,0.4606044070059629
0.21621621621621623,0.059235060576147844,0.014946730515768525,0.008617142653918759,0.006083367041512308,0.004717486845028912,0.00386252312298926,0.0032764260692800568,0.43921528079997346,0.44326818336089213,0.44726292400576456,0.45120074580984915,0.4550828566752078,0.45891043056601366,0.462684608692159
0.218018018018018,0.059120012640212646,0.014918484536942158,0.008601277286019495,0.006072439744029505,0.004709207300799362,0.003855889066575191,0.003270909997670371,0.4412607862639838,0.4453175752617761,0.4493158793488986,0.453256954200258,0.45714201980028896,0.46097226170205946,0.4647488322334475
0.21981981981981985,0.059007100983752406,0.014890770326990122,0.008585714521297068,0.006061723422828481,0.004701089428637514,0.003849385896658508,0.003265503765556137,0.4432914285609258,0.447351939306499,0.45135364599871497,0.45529781684922666,0.45918568386173025,0.46301844411499743,0.4667972609917341
0.22162162162162163,0.05889627616998013,0.014863575552529627,0.008570447326546897,0.006051213164567756,0.00469312945649823,0.003843010554345724,0.0032602048023019515,0.44530736907722046,0.4493714401598918,0.45337639186661405,0.45732350488223933,0.46121402316603577,0.465049155258769,0.46883007553435496
0.22342342342342342,0.05878749026774805,0.014836888256099332,0.008555468883162672,0.006040904205884973,0.004685323727555114,0.0038367600742457786,0.003255010615896931,0.4473087668715963,0.4513762400901883,0.4553842823984224,0.45933418689019295,0.46322720941610296,0.467064569914715,0.4708474536871064
0.22522522522522523,0.058680696794354184,0.014810696841874272,0.008540772579008982,0.006030791927704694,0.004677668695822962,0.003830631580901911,0.003249918789940663,0.44929577871689663,0.4533664990124592,0.4573774806194734,0.46133002897614056,0.4652254117596452,0.46906486024169275,0.4728495705860712
0.22702702702702704,0.058575850660949655,0.014784990062030759,0.008526352000138309,0.006020871849824344,0.004670160921968242,0.003824622285404763,0.0032449269808096765,0.4512685591409885,0.4553423745311073,0.4593561471787045,0.4633111948010064,0.46720879683654,0.47105019582507096,0.47483659872827316
0.22882882882882885,0.05847290812041237,0.014759757003726717,0.008512200924221764,0.006011139625613694,0.004662797069331735,0.0038187294821470886,0.003240032914894085,0.4532272604667977,0.4573040219814447,0.46132044039179293,0.4652778456282956,0.46917752882512725,0.47302074372463054,0.47680870802119274
0.23063063063063066,0.05837182671755481,0.01473498707666546,0.008498313312669892,0.006001591037142198,0.004655573900089495,0.0038129505457263264,0.0032352343860517136,0.45517203285148955,0.4592515944703755,0.4632705162833559,0.4672301403678266,0.4711317694874863,0.4749766685213992,0.4787660658311718
0.23243243243243242,0.058272565241545934,0.014710670001213478,0.008484683304428753,0.005992221990389702,0.004648488271619392,0.003807282927985901,0.003230529253058191,0.4571030243248172,0.46118524291620694,0.4652065286282383,0.46916823561850857,0.47307167821371743,0.4769181323634478,0.48070883703073575
0.23423423423423426,0.05817508368043116,0.014686795797041812,0.008471305208996987,0.005983028510780522,0.00464153713302324,0.003801724155187694,0.0032259154372781896,0.45902038082665964,0.4631051160876102,0.46712862899191127,0.47109228571019107,0.47499741206525337,0.4788452950106766,0.4826371840448642
0.23603603603603607,0.05807934317764458,0.014663354772263104,0.008458173500714301,0.005974006738733637,0.004634717521769693,0.0037962718253062217,0.0032213909203330066,0.4609242462437647,0.46501136064175114,0.4690369667700025,0.4730024427446058,0.47690912581722467,0.48075831387861345,0.4845512668962333
0.23783783783783785,0.05798530599041025,0.014640337513043849,0.00844528281236683,0.005965152925616073,0.004628026560537449,0.003790923605443276,0.0032169537420071127,0.4628147624457238,0.46690412116161417,0.47093168922698264,0.474898856635427,0.4788069719999049,0.48265734408125477,0.48645124324946054
0.23963963963963966,0.057892935449938024,0.014617734873663262,0.008432627929850793,0.005956463429758624,0.004621461454158283,0.003785677229351271,0.003212601998090861,0.46469206932018997,0.468783540192536,0.4728129415340257,0.47678167514747,0.4806911009392569,0.4845425384729685,0.4883372684543736
0.24144144144144145,0.05780219592332263,0.01459553796699748,0.008420203786613598,0.00594793471254348,0.004615019486682637,0.0037805304950659763,0.003208333838426082,0.46655630480736193,0.4706497582779705,0.47468086680606586,0.47865104393505004,0.48256166079660356,0.486414047689486,0.49020949558833105
