Geometric_AR,BOR_LF_0.50,BOR_LF_0.55,BOR_LF_0.60,BOR_LF_0.65,BOR_LF_0.70,BOR_LF_0.75,BOR_LF_0.80,BOR_LF_0.85,BOR_LF_0.90,BOR_LF_0.95,Thermal_AR_LF_0.50,Thermal_AR_LF_0.55,Thermal_AR_LF_0.60,Thermal_AR_LF_0.65,Thermal_AR_LF_0.70,Thermal_AR_LF_0.75,Thermal_AR_LF_0.80,Thermal_AR_LF_0.85,Thermal_AR_LF_0.90,Thermal_AR_LF_0.95
0.2,0.005627981346102802,0.005131419914980045,0.004717393038978814,0.004366855855200674,0.004066204824111727,0.0038054639571218486,0.0035771512080739597,0.003375544950661684,0.003196194758646913,0.0030355798329643586,0.4750594445942374,0.47636868670406113,0.47767141436044397,0.4789676760641,0.48025751983547926,0.4815409932206967,0.4828181432973752,0.4840890166804012,0.4853536595275964,0.48661211754530603
0.23838383838383842,0.005460221329862771,0.004980046955451649,0.004579639087039739,0.004240592127235615,0.003949759127671939,0.0036974989091306263,0.003476580511548535,0.0032814743072342293,0.003107879359341475,0.0029523973807822454,0.5189304807166862,0.5202408052931992,0.521544011203716,0.5228401563019849,0.5241292978165398,0.5254114923591255,0.5266867959329826,0.5279552639410028,0.5292169511937512,0.530471911917362
0.2767676767676768,0.00535365189832482,0.004884195770628214,0.004492685477416826,0.004161136071835998,0.0038767010409101747,0.0036299594986391706,0.003413845681514318,0.003222956269107748,0.003053088586849697,0.002900923620966435,0.5560358481362166,0.5573313200042419,0.5586192535855175,0.5598997144865399,0.5611727675547007,0.5624384768892343,0.5636969058519762,0.5649481170779367,0.5661921724856923,0.567429133287601
0.3151515151515152,0.005286167022391768,0.004823790756180922,0.0044381483434986066,0.0041115350230347975,0.0038313043835790767,0.0035881822531590698,0.0033752128794122278,0.003187077046230287,0.0030196374832916276,0.0028696274444346666,0.587828442799369,0.5890997000806709,0.5903631396178078,0.5916188333039093,0.5928668521532794,0.5941072663147837,0.5953401450849934,0.5965655569210898,0.5977835694535353,0.5989942494985159
0.3535353535353536,0.00524497311839613,0.004787216285965134,0.0044053934331763495,0.004081984879037323,0.003804476380870766,0.0035636906623141493,0.003352744617813034,0.0031663745622977214,0.0030004863978339755,0.0028518476899013017,0.6153729710618346,0.6166146813911705,0.6178484001711265,0.619074204303704,0.6202921697073636,0.6215023713326993,0.6227048831778133,0.6238997783033987,0.6250871288475364,0.6262670060402127
0.39191919191919194,0.005222163834332571,0.004767295901541746,0.004387852306234777,0.004066431463914509,0.003790603454349219,0.0035512528093015593,0.0033415427541884056,0.0031562450110088113,0.002991293000478593,0.0028434760877062183,0.6394674727450529,0.6406768174159254,0.6418780761302277,0.643071329714595,0.6442566579219899,0.645434139449472,0.6466038519556144,0.6477658720775781,0.6489202754478486,0.6500671367106464
0.43030303030303035,0.0052126003744675615,0.004759366549632374,0.0043812581647868325,0.004060943088943778,0.0037860409791500575,0.003547472695419567,0.0033384286842310803,0.003153701461286526,0.0029892405998691272,0.002841848233098939,0.6607218846916749,0.6618976301392177,0.6630652547955652,0.6642248425057629,0.6653764759645772,0.6665202367361543,0.6676562052732777,0.6687844609362311,0.6699050820112813,0.6710181457287852
0.4686868686868687,0.005212806600583075,0.0047602748777379154,0.004382726474409527,0.004062862522793592,0.003788326407040683,0.003550056358736016,0.0033412558280688114,0.0031567272525637406,0.002992427902440087,0.002845165981420585,0.6796103758648528,0.6807522919430978,0.6818860970140749,0.6830118771904418,0.6841297173701706,0.6852397012578911,0.6863419113857842,0.6874364291340377,0.6885233347508776,0.6896027073721793
0.5070707070707071,0.005220353646648835,0.004767818279553514,0.004390243031613656,0.0040703348433021765,0.0037957412154601324,0.0035574033705336764,0.003348526977166,0.0031639161474529584,0.002999529434398071,0.0028521760406037266,0.6965071309179235,0.6976156197449018,0.6987160406664185,0.6998084814439556,0.7008930285707184,0.7019697672944639,0.703038781639837,0.7041001544302288,0.7051539673091666,0.7062003007612497
0.5454545454545455,0.005233498367840949,0.00478041654174794,0.004402363272046295,0.004082030148183833,0.003807053674264034,0.0035683669807769656,0.0033591696430663853,0.0031742610921121307,0.0030095962207960557,0.002861981325734237,0.711711383286308,0.7127872390305555,0.7138550947216342,0.7149150392614868,0.7159671602396672,0.7170115439574681,0.7180482754515194,0.7190774385168682,0.7200991157295575,0.7211133884687115
