Time (s),0,1,2,3,4,5,6,7,8,9
16800.0,88.05394995211066,88.11777243797563,88.18152412367418,88.24514657359998,88.30850402437144,88.37126326858318,88.43253476995064,88.48986503600428,88.53627475224968,88.55174465766484
18000.0,88.05394995211066,88.1177817187658,88.1815542835353,88.24521661622624,88.30864553473045,88.37151696831835,88.4329551542202,88.49049207516778,88.53710939092957,88.5526484961835
19200.0,88.05394995211066,88.11778768543282,88.1815730028418,88.245261675498,88.30873373508898,88.37168021140141,88.43321893105445,88.49089448258925,88.53763866376914,88.55322005749578
20400.0,88.05394995211066,88.11779132247786,88.18158527130096,88.24528923808346,88.30879143062286,88.3717808029205,88.43339055022722,88.49114564518307,88.53797782019096,88.55358854519356
21600.0,88.05394995211066,88.11779371649577,88.18159274708901,88.24530735178702,88.30882676870222,88.37184662222639,88.43349667577199,88.49130829752497,88.53819158166242,88.55381934304157
22800.0,88.05394995211066,88.1177952196261,88.1815975236432,88.24531873794699,88.30884934658066,88.37188808931573,88.43356442653067,88.49141113152396,88.53832759797493,88.55396642012528
24000.0,88.05394995211066,88.11779611682796,88.1816007248018,88.24532556378195,88.30886439992769,88.37191319100928,88.43360910130941,88.49147454563764,88.5384150070042,88.55406182745976
25200.0,88.05394995211066,88.11779674093239,88.18160257904559,88.24533028499008,88.308873206249,88.3719303222375,88.43363575747519,88.49151666241622,88.53846943348898,88.5541203571799
26400.0,88.05394995211066,88.11779706890172,88.18160396838071,88.24533279833918,88.30887969519233,88.3719397144345,88.43365473339257,88.49154110444287,88.53850526371497,88.5541599834723
27600.0,88.05394995211066,88.11779736975102,88.18160455620445,88.24533505149874,88.30888257089914,88.37194769608908,88.43366394091001,88.49155974645767,88.53852623068883,88.55418172543261
28800.0,88.05394995211066,88.11779747534716,88.1816051979033,88.24533587593241,88.30888553221374,88.37195090323378,88.43367237908473,88.49156870029564,88.53854115677187,88.55419864226397
30000.0,88.05394995211066,88.11779764523355,88.18160528005411,88.24533712920737,88.30888603680877,88.37195517967595,88.4336745954595,88.49157785210686,88.5385486667568,88.55420560497346
31200.0,88.05394995211066,88.11779764874198,88.18160566119649,88.24533718436331,88.3088877484291,88.37195562151246,88.43367917877514,88.4915801420197,88.53855541655943,88.55421384140598
32400.0,88.05394995211066,88.11779771467066,88.18160570188125,88.24533767143419,88.30888798380012,88.37195728955444,88.43368014469898,88.49158374337448,88.53855848548898,88.55421673286045
33600.0,88.05394995211066,88.11779775837876,88.18160572172597,88.24533799379854,88.30888810789995,88.37195838880771,88.43368069992724,88.49158609165227,88.53856039645736,88.55421849805907
34800.0,88.05394995211066,88.11779771940064,88.18160594485589,88.24533772492019,88.30888907700962,88.37195763308543,88.43368308507947,88.49158533169273,88.53856287896319,88.5542220613867
36000.0,88.05394995211066,88.1177977693777,88.18160585060525,88.24533808449185,88.30888869459561,88.37195878098825,88.43368232138795,88.4915873690529,88.53856303123472,88.55422158529531
37200.0,88.05394995211066,88.1177976923914,88.18160613388318,88.24533754126591,88.30888990284085,88.37195714153556,88.43368514946182,88.49158499583991,88.5385651975731,88.55422526481756
38400.0,88.05394995211066,88.11779777401813,88.1816059017873,88.24533812251,88.30888892781498,88.37195894348605,88.43368296733516,88.49158789036005,88.53856408743842,88.55422281979794
39600.0,88.05394995211066,88.11779773251344,88.18160604900035,88.24533782922255,88.30888955450929,88.37195805449493,88.43368442613414,88.49158658041377,88.53856515961272,88.55422468601243
40800.0,88.05394995211066,88.11779774842722,88.18160600905189,88.2453379429496,88.3088893881872,88.371958410743,88.43368406411281,88.49158717409688,88.53856503534787,88.55422432243162
42000.0,88.05394995211066,88.11779775181162,88.1816060048913,88.24533796747191,88.30888937225366,88.37195849055446,88.43368403897648,88.49158732438914,88.53856508430482,88.5542243376101
43200.0,88.05394995211066,88.11779778315841,88.18160591008555,88.24533819024673,88.30888897237358,88.37195917725732,88.4336831331078,88.49158840451464,88.53856455931859,88.55422327758664
44400.0,88.05394995211066,88.11779777800137,88.18160592898775,88.24533815385244,88.30888905297968,88.37195906736862,88.43368332167097,88.49158824513681,88.53856470315769,88.55422352249808
45600.0,88.05394995211066,88.1177977632884,88.18160597709267,88.24533804956911,88.30888925684069,88.37195874842149,88.43368378999388,88.49158775815714,88.53856501228199,88.55422409699038
46800.0,88.05394995211066,88.11779783826074,88.18160574150622,88.24533858169728,88.3088882608124,88.37196038256477,88.43368151769495,88.49159029250889,88.53856360297371,88.55422137312873
48000.0,88.05394995211066,88.11779773295258,88.18160607457081,88.24533783442226,88.30888966951562,88.3719580892135,88.43368473518397,88.49158674462673,88.53856561997021,88.55422524508478
49200.0,88.05394995211066,88.1177977925595,88.18160588685257,88.24533825745971,88.30888887576278,88.37195938805395,88.43368292363002,88.49158875726762,88.53856449228728,88.55422307062729
50400.0,88.05394995211066,88.11779775624247,88.18160600175325,88.24533799975435,88.30888936174657,88.37195859719581,88.43368403368682,88.4915875339452,88.53856518854673,88.55422440674731
51600.0,88.05394995211066,88.11779776809425,88.18160596451536,88.24533808387427,88.308889204311,88.37195885552775,88.4336836745268,88.4915879346022,88.53856496583158,88.5542239762415
52800.0,88.05394995211066,88.1177977598375,88.18160599068541,88.24533802528813,88.30888931501214,88.3719586757684,88.43368392746517,88.49158765673862,88.53856512494855,88.5542242810186
54000.0,88.05394995211066,88.11779775210174,88.18160601517151,88.24533797039578,88.30888941858151,88.37195850732007,88.4336841640522,88.49158739622463,88.53856527345533,88.55422456586568
55200.0,88.05394995211066,88.11779778742365,88.18160590372477,88.24533822106447,88.30888894728342,88.37195927679701,88.43368308806531,88.4915885877281,88.53856460158912,88.55422327287624
56400.0,88.05394995211066,88.11779774988445,88.1816060222415,88.24533795466645,88.30888944849825,88.37195845908721,88.43368423248097,88.49158732184127,88.53856531691848,88.554224648611
57600.0,88.05394995211066,88.11779782599893,88.18160578201132,88.2453384948195,88.30888843256771,88.37196011714099,88.43368191295038,88.49158988895643,88.53856386780173,88.55422186075027
58800.0,88.05394995211066,88.1177977344795,88.18160607089432,88.24533784534624,88.3088896542595,88.37195812354003,88.433684702322,88.4915868024559,88.53856561076958,88.55422521354096
60000.0,88.05394995211066,88.11779779413406,88.1816058826077,88.24533826868998,88.30888885799494,88.37195942303168,88.43368288431203,88.4915888143929,88.53856447490917,88.55422302841468
61200.0,88.05394995211066,88.11779776487325,88.181605974971,88.24533806103878,88.30888924860167,88.37195878563305,88.43368377614865,88.4915878275733,88.53856503219176,88.55422410039802
62400.0,88.05394995211066,88.11779776542109,88.18160597324484,88.24533806492616,88.30888924130291,88.37195879756753,88.43368375948906,88.4915878460622,88.53856502181067,88.5542240803936
63600.0,88.05394995211066,88.11779776846559,88.18160596363676,88.2453380865325,88.30888920067035,88.37195886389117,88.43368366672037,88.4915879487537,88.53856496386479,88.55422396890195
64800.0,88.05394995211066,88.11779769921971,88.18160618220548,88.24533759512472,88.30889012499883,88.37195735547854,88.43368577713778,88.49158561339415,88.53856628250861,88.55422650554685
66000.0,88.05394995211066,88.11779777579974,88.18160594048906,88.24533813858012,88.30888910277879,88.3719590236569,88.43368344321888,88.4915881961149,88.53856482423497,88.55422370027512
67200.0,88.05394995211066,88.11779773584533,88.1816060666019,88.24533785503993,88.30888963611181,88.3719581533085,88.43368466091925,88.49158684861997,88.53856558508427,88.55422516390584
68400.0,88.05394995211066,88.11779777423406,88.18160594543174,88.24533812746922,88.30888912368151,88.37195898955189,88.43368349094466,88.49158814331581,88.53856485406259,88.55422375764498
69600.0,88.05394995211066,88.11779774524057,88.1816060369468,88.24533792171519,88.30888951069976,88.37195835797363,88.43368437458119,88.49158716548988,88.53856540617892,88.55422481974209
70800.0,88.05394995211066,88.11779781778858,88.18160580795663,88.24533843655671,88.30888854229865,88.37195993831945,88.43368216353925,88.49158961222435,88.5385640246749,88.55422216215854
72000.0,88.05394995211066,88.11779776180153,88.18160598467426,88.24533803924058,88.3088892896387,88.37195871872734,88.43368386985719,88.49158772401952,88.5385650908187,88.5542242130852
73200.0,88.05394995211066,88.11779778030494,88.18160592627002,88.24533817055149,88.30888904264715,88.37195912179628,88.43368330592887,88.49158834806167,88.53856473846498,88.55422353526619
74400.0,88.05394995211066,88.11779782329681,88.18160579057067,88.24533847564601,88.30888846877374,88.37196005830678,88.43368199566846,88.49158979799245,88.53856391978728,88.55422196038566
75600.0,88.05394995211066,88.11779774233601,88.18160604611529,88.24533790110245,88.30888954947301,88.37195829470163,88.4336844631077,88.49158706753227,88.53856546149483,88.55422492614919
76800.0,88.05394995211066,88.11779778657623,88.18160590647548,88.24533821505605,88.3088889589356,88.37195925840645,88.4336831148,88.4915885595655,88.53856461904435,88.55422330553746
78000.0,88.05394995211066,88.11779772650702,88.18160609607793,88.2453377887706,88.30888976076581,88.3719579498911,88.43368494552846,88.49158653368708,88.53856576292165,88.554225506
79200.0,88.05394995211066,88.11779777608825,88.18160593957981,88.24533814062715,88.30888909893419,88.37195902994151,88.43368343444276,88.49158820584994,88.53856481876393,88.55422368973538
80400.0,88.05394995211066,88.11779774543861,88.18160603632217,88.24533792312039,88.30888950805792,88.3719583622876,88.43368436854949,88.49158717217047,88.53856540241337,88.55422481249447
81600.0,88.05394995211066,88.11779779735933,88.18160587243977,88.24533829157895,88.30888881499828,88.37195949329958,88.4336827861639,88.49158892323354,88.53856441370591,88.55422291053013
82800.0,88.05394995211066,88.11779777038167,88.1816059575921,88.2453381001301,88.30888917510799,88.37195890563243,88.43368360836216,88.49158801339148,88.53856492743235,88.55422389877938
84000.0,88.05394995211066,88.11779777050505,88.1816059572025,88.24533810100604,88.30888917346046,88.37195890832115,88.43368360460052,88.49158801755401,88.53856492508208,88.5542238942582
85200.0,88.05394995211066,88.11779781880239,88.18160580475698,88.24533844375107,88.30888852876714,88.37195996040332,88.43368213264486,88.4915896464156,88.53856400537357,88.55422212502631
86400.0,88.05394995211066,88.11779773516577,88.18160606874736,88.24533785021819,88.30888964518495,88.37195813850873,88.43368468163594,88.49158682571019,88.53856559803609,88.55422518881146
87600.0,88.05394995211066,88.11779779310552,88.18160588586639,88.24533826139168,88.30888887177983,88.37195940063715,88.43368291580698,88.49158877977092,88.53856449470956,88.55422306635583
88800.0,88.05394995211066,88.11779772296619,88.18160610725435,88.2453377636424,88.30888980803147,88.37195787275748,88.43368505344532,88.49158641426719,88.53856583035025,88.55422563571135
90000.0,88.05394995211066,88.11779777790338,88.18160593385039,88.24533815350897,88.30888907470387,88.37195906948287,88.43368337912099,88.4915882670692,88.53856478419766,88.55422362324056
91200.0,88.05394995211066,88.11779774718644,88.18160603080548,88.24533793552342,88.30888948472843,88.3719584003592,88.43368431528403,88.49158723111398,88.53856536913186,88.55422474847128
92400.0,88.05394995211066,88.11779772810105,88.18160609104672,88.24533780008223,88.30888973948936,88.371957984612,88.43368489695116,88.49158658744282,88.53856573256972,88.55422544761218
93600.0,88.05394995211066,88.11779776270873,88.18160598181082,88.24533804567879,88.30888927752932,88.37195873849001,88.43368384220923,88.49158775461714,88.5385650735449,88.55422417985432
94800.0,88.05394995211066,88.11779776146989,88.18160598572084,88.24533803688784,88.30888929406494,88.37195871150519,88.43368387996337,88.49158771283851,88.53856509713444,88.55422422523323
96000.0,88.05394995211066,88.11779778210854,88.18160592057713,88.24533818335097,88.30888901857179,88.3719591610858,88.43368325096051,88.49158840889113,88.53856470412042,88.554223469197
97200.0,88.05394995211066,88.11779775352862,88.18160601078704,88.24533798053105,88.30888940007024,88.371958538514,88.43368412199324,88.49158744500892,88.53856524835996,88.55422451614379
98400.0,88.05394995211066,88.11779783874691,88.1816057418037,88.24533858528993,88.30888826253677,88.37196039486773,88.4336815247903,88.49159031906596,88.53856362557303,88.55422139440888
99600.0,88.05394995211066,88.1177977410812,88.18160605007603,88.24533789219689,88.30888956622415,88.37195826736566,88.43368450135384,88.4915870252097,88.53856548539227,88.55422497212001
100800.0,88.05394995211066,88.11779779080499,88.18160589312758,88.24533824506643,88.30888890248679,88.37195935052635,88.43368298591636,88.49158870218812,88.53856453851543,88.55422315062472
102000.0,88.05394995211066,88.11779776064145,88.18160598833605,88.2453380310078,88.30888930512508,88.37195869345601,88.43368390521582,88.49158768489418,88.5385651129128,88.55422425558585
103200.0,88.05394995211066,88.11779772818922,88.18160609076831,88.24533780070793,88.30888973831262,88.37195798653204,88.43368489426511,88.49158659041503,88.53856573089172,88.55422544438416
104400.0,88.05394995211066,88.11779777180347,88.1816059531042,88.24533811022023,88.30888915612871,88.37195893660488,88.43368356502893,88.49158806134402,88.53856490035695,88.55422384669478
105600.0,88.05394995211066,88.11779774581707,88.18160603512769,88.24533792580577,88.30888950300684,88.37195837053073,88.4336843570167,88.4915871849327,88.5385653952075,88.55422479863265
106800.0,88.05394995211066,88.11779778813832,88.18160590154461,88.24533822614228,88.30888893808299,88.37195929243642,88.43368306718921,88.49158861225176,88.53856458929646,88.55422324831159
108000.0,88.05394995211066,88.11779774226144,88.18160604635077,88.24533790057292,88.30888955046913,88.37195829307623,88.43368446538231,88.49158706501576,88.5385654629165,88.55422492888367
109200.0,88.05394995211066,88.1177978226354,88.1816057926584,88.24533847095235,88.30888847760268,88.37196004389891,88.4336820158271,88.49158977568594,88.53856393238344,88.55422198461622
110400.0,88.05394995211066,88.11779774577543,88.18160603525904,88.24533792551061,88.30888950356193,88.3719583696249,88.43368435828403,88.49158718353036,88.53856539599923,88.5542248001558
111600.0,88.05394995211066,88.11779778853366,88.18160590029693,88.2453382289474,88.30888893280655,88.37195930104693,88.43368305514244,88.4915886255828,88.53856458176932,88.55422323383175
112800.0,88.05394995211066,88.11779778945527,88.18160589738812,88.24533823548732,88.30888892050515,88.3719593211217,88.43368302705605,88.4915886566631,88.53856456422032,88.55422320007295
114000.0,88.05394995211066,88.11779775463803,88.1816060072851,88.24533798840476,88.30888938526012,88.37195856268266,88.43368408817923,88.49158748242753,88.53856522723214,88.55422447550056
115200.0,88.05394995211066,88.11779777938891,88.18160592916156,88.24533816405068,88.3088890548752,88.37195910184172,88.433683333848,88.49158831716811,88.53856475591029,88.55422356882461
116400.0,88.05394995211066,88.11779769487981,88.1816061959063,88.2453375643252,88.30889018294117,88.3719572609378,88.43368590943537,88.49158546703076,88.53856636519109,88.55422666457814
117600.0,88.05394995211066,88.11779777902868,88.18160593029857,88.24533816149435,88.3088890596837,88.37195909399475,88.43368334482665,88.49158830501905,88.53856476277,88.55422358202057
118800.0,88.05394995211066,88.11779773446742,88.18160607095164,88.24533784526194,88.30888965450781,88.37195812329453,88.43368470292185,88.49158680215518,88.53856561133603,88.55422521439654
120000.0,88.05394995211066,88.11779775851474,88.1816059950485,88.24533801591635,88.30888933351169,88.37195864713178,88.43368397002733,88.49158761317393,88.53856515340848,88.55422433348694
121200.0,88.05394995211066,88.11779774943528,88.18160602370729,88.24533795148231,88.30888945471001,88.37195844934664,88.43368424674632,88.49158730695767,88.53856532630824,88.55422466609205
122400.0,88.05394995211066,88.11779779978097,88.18160586479613,88.24533830876415,88.30888878267346,88.37195954605077,88.43368271236038,88.49158900490451,88.53856436759179,88.55422282182117
123600.0,88.05394995211066,88.11779777306965,88.18160594910762,88.24533811920578,88.30888913922719,88.37195896418659,88.43368352643975,88.49158810404663,88.53856487624562,88.55422380031222
124800.0,88.05394995211066,88.11779777101086,88.18160595560586,88.2453381045957,88.30888916670844,88.37195891933978,88.43368358918441,88.49158803461357,88.53856491544987,88.5542238757289
126000.0,88.05394995211066,88.11779779555309,88.18160587814094,88.245338278761,88.30888883910846,88.37195945395385,88.43368284121223,88.49158886231723,88.53856444810138,88.55422297669635
127200.0,88.05394995211066,88.1177977071447,88.18160615719319,88.2453376513643,88.30889001922337,88.37195752811093,88.43368553563623,88.49158588067608,88.53856613163344,88.55422621528612
128400.0,88.05394995211066,88.11779778411967,88.18160591422934,88.24533819762304,88.30888899172648,88.37195920489488,88.43368318966756,88.4915884767178,88.53856466582334,88.55422339552544
129600.0,88.05394995211066,88.11779773608195,88.18160606585538,88.24533785672044,88.30888963295456,88.37195815846714,88.43368465371259,88.49158685660987,88.5385655805892,88.55422515524917
130800.0,88.05394995211066,88.11779776198345,88.1816059841001,88.2453380405316,88.30888928721095,88.37195872269041,88.43368386431426,88.49158773015559,88.53856508735682,88.5542242064241
132000.0,88.05394995211066,88.11779775346041,88.18160601100217,88.24533798004744,88.30888940098,88.37195853702936,88.43368412407047,88.49158744271027,88.53856524965774,88.55422451864041
133200.0,88.05394995211066,88.1177977796194,88.18160592843407,88.24533816568633,88.30888905179854,88.37195910686245,88.43368332682374,88.4915883249411,88.5385647515215,88.55422356038183
134400.0,88.05394995211066,88.11779778028136,88.18160592634457,88.24533817038419,88.30888904296208,88.37195912128271,88.4336833066483,88.49158834726721,88.53856473891535,88.5542235361316
135600.0,88.05394995211066,88.1177977606935,88.18160598817161,88.24533803137781,88.308889304429,88.37195869459204,88.43368390362645,88.49158768665295,88.53856511191975,88.55422425367553
136800.0,88.05394995211066,88.11779782842734,88.18160577437656,88.24533851205577,88.30888840028811,88.37196017006974,88.4336818393029,88.49158997102684,88.53856382208751,88.5542217724413
138000.0,88.05394995211066,88.11779773117136,88.18160608135538,88.24533782187139,88.30888969850461,88.37195805149548,88.43368480337509,88.491586690994,88.53856567410143,88.55422533513745
139200.0,88.05394995211066,88.11779779465301,88.18160588098182,88.24533827237387,88.30888885112267,88.37195943434781,88.43368286864278,88.49158883196263,88.53856446524043,88.55422300966654
140400.0,88.05394995211066,88.11779774634711,88.18160603345478,88.24533792956697,88.30888949593214,88.37195838207587,88.43368434086403,88.4915872028074,88.53856538511482,88.55422477921748
141600.0,88.05394995211066,88.11779777163088,88.18160595364904,88.24533810899536,88.30888915843272,88.37195893284498,88.43368357028947,88.49158805552268,88.53856490364397,88.55422385301792
142800.0,88.05394995211066,88.11779775815124,88.1816059961961,88.24533801333617,88.30888933836485,88.37195863921181,88.43368398110815,88.4915876009121,88.53856516033193,88.55422434680538
144000.0,88.05394995211066,88.11779770578151,88.18160616149574,88.24533764169107,88.30889003741812,88.371957498419,88.43368557717793,88.4915858347062,88.53856615758956,88.55422626521754
145200.0,88.05394995211066,88.11779776966192,88.18160595986384,88.24533809502243,88.30888918471538,88.37195888995407,88.43368363029755,88.49158798911792,88.5385649411382,88.55422392514518
146400.0,88.05394995211066,88.11779774540217,88.18160603643723,88.24533792286161,88.3088895085448,88.37195836149317,88.43368436966107,88.49158717094056,88.53856540310784,88.55422481383049
147600.0,88.05394995211066,88.11779777726213,88.18160593587466,88.24533814895753,88.30888908326503,88.37195905551208,88.43368339866747,88.4915882454389,88.538564796411,88.55422364673525
148800.0,88.05394995211066,88.11779774800276,88.18160602822863,88.24533794131695,88.30888947383083,88.37195841814345,88.43368429040234,88.49158725864801,88.53856535358538,88.55422471856473
150000.0,88.05394995211066,88.11779783194217,88.18160576328236,88.24533853699893,88.3088883533705,88.37196024663511,88.4336817321811,88.49159008956788,88.53856375515534,88.55422164368468
151200.0,88.05394995211066,88.11779775302719,88.18160601236967,88.2453379769729,88.30888940676316,88.37195852759173,88.43368413727445,88.49158742809885,88.53856525790802,88.55422453451122
152400.0,88.05394995211066,88.11779778578237,88.18160590898111,88.24533820942285,88.30888896953152,88.37195924111494,88.43368313899244,88.4915885327947,88.53856463416051,88.55422333461595
153600.0,88.05394995211066,88.11779777579136,88.18160594051683,88.24533813852048,88.30888910289681,88.37195902347482,88.43368344349028,88.49158819583828,88.53856482441708,88.55422370061014
154800.0,88.05394995211066,88.11779770859962,88.181606152601,88.24533766168881,88.30888999980323,88.37195755980271,88.43368549129684,88.49158592974166,88.5385661039294,88.5542261619921
156000.0,88.05394995211066,88.11779777885147,88.18160593085787,88.24533816023683,88.30888906204905,88.37195909013472,88.43368335022718,88.4915882990429,88.53856476614428,88.55422358851153
157200.0,88.05394995211066,88.11779773450172,88.18160607084339,88.24533784550584,88.30888965404891,88.37195812404315,88.43368470187453,88.49158680331414,88.53856561068172,88.55422521313768
158400.0,88.05394995211066,88.11779778231771,88.18160591991703,88.24533818483538,88.30888901578005,88.37195916564141,88.43368324458652,88.4915884159445,88.53856470013788,88.55422346153584
159600.0,88.05394995211066,88.11779774195033,88.18160604733245,88.24533789836595,88.30888955462022,88.37195828630219,88.43368447485976,88.49158705452808,88.53856546883806,88.55422494027488
160800.0,88.05394995211066,88.1177978116295,88.18160582739715,88.24533839284878,88.30888862451306,88.37195980415427,88.433682351251,88.49158940450667,88.53856414196345,88.55422238778253
162000.0,88.05394995211066,88.11779776007526,88.18160599012315,88.24533802698998,88.30888931268237,88.37195868112323,88.43368392247024,88.4915876658005,88.53856512369374,88.55422427632499
163200.0,88.05394995211066,88.11779777993759,88.18160592742952,88.24533816794501,88.30888904755015,88.37195911379541,88.43368331712384,88.49158833567503,88.53856474546055,88.55422354872252
164400.0,88.05394995211066,88.11779781117231,88.18160582884047,88.24533838960389,88.30888863061638,88.37195979419451,88.43368236518533,88.4915893890871,88.53856415066969,88.55422240453075
165600.0,88.05394995211066,88.11779774328318,88.18160604312585,88.24533790782321,88.3088895368315,88.37195831533181,88.43368443424498,88.49158709947207,88.53856544346125,88.55422489145785
166800.0,88.05394995211066,88.11779778790508,88.18160590228112,88.24533822448635,88.30888894119765,88.37195928735329,88.43368307430103,88.49158860438187,88.53856459374003,88.5542232568596
168000.0,88.05394995211066,88.11779770769238,88.18160615546464,88.24533765525068,88.308890011913,88.37195754004107,88.43368551894494,88.49158589914686,88.5385661212041,88.55422619522339
169200.0,88.05394995211066,88.1177977787649,88.18160593113129,88.24533815962208,88.30888906320547,88.37195908824738,88.43368335286772,88.49158829612098,88.5385647677942,88.55422359168546
170400.0,88.05394995211066,88.11779774047343,88.18160605199436,88.24533788788443,88.30888957433552,88.37195825412878,88.43368451987317,88.49158700471644,88.53856549696344,88.55422499437933
171600.0,88.05394995211066,88.11779773702467,88.18160606288001,88.24533786340997,88.30888962037154,88.37195817900208,88.43368462498184,88.4915868884035,88.53856556263764,88.55422512071586
172800.0,88.05394995211066,88.11779775673425,88.18160600066868,88.24533800328061,88.30888935727887,88.3719586083458,88.43368402429245,88.49158755312438,88.5385651873145,88.55422439871141
174000.0,88.05394995211066,88.11779777778904,88.18160593421129,88.2453381526973,88.30888907623067,88.37195906699148,88.43368338260667,88.49158826321181,88.53856478637593,88.55422362743083
175200.0,88.05394995211066,88.1177977793471,88.1816059292935,88.24533816375401,88.30888905543335,88.37195910093074,88.4336833351226,88.49158831575765,88.53856475670676,88.55422357035665
176400.0,88.05394995211066,88.11779776106401,88.18160598700224,88.24533803400685,88.30888929948381,88.37195870266211,88.4336838923356,88.49158769914753,88.5385651048649,88.55422424010419
177600.0,88.05394995211066,88.11779780120052,88.1816058603152,88.24533831883866,88.308888763724,88.37195957697432,88.4336826690959,88.49158905278064,88.53856434055947,88.55422276981925
178800.0,88.05394995211066,88.11779772426924,88.18160610314114,88.24533777289074,88.30888979063512,88.37195790114707,88.43368501372558,88.49158645822082,88.53856580553267,88.55422558797012
180000.0,88.05394995211066,88.11779778031466,88.18160592623964,88.24533817062006,88.3088890425185,88.3719591220068,88.43368330563531,88.49158834838812,88.53856473828259,88.55422353491429
181200.0,88.05394995211066,88.11779774695843,88.18160603152508,88.24533793390563,88.30888948777132,88.3719583953937,88.4336843222312,88.49158722342636,88.5385653734726,88.55422475682151
182400.0,88.05394995211066,88.11779774120589,88.18160604968273,88.24533789308147,88.30888956456006,88.37195827008141,88.43368449755414,88.4915870294145,88.5385654830181,88.55422496755281
183600.0,88.05394995211066,88.11779776406453,88.18160597753158,88.2453380552999,88.30888925943228,88.37195876802267,88.4336838008904,88.49158780034044,88.5385650477282,88.55422413019089
184800.0,88.05394995211066,88.11779775832689,88.18160599564163,88.24533801458287,88.30888933601997,88.37195864303847,88.43368397575438,88.49158760683656,88.53856515698662,88.55422434037013
186000.0,88.05394995211066,88.11779778623011,88.18160590756786,88.24533821260003,88.30888896355552,88.37195925086733,88.43368312534817,88.49158854789333,88.5385646256353,88.55422331821613
187200.0,88.05394995211066,88.11779774984876,88.18160602240165,88.24533795441783,88.30888944918841,88.37195845835757,88.43368423413924,88.49158732090868,88.538565318431,88.55422465093856
188400.0,88.05394995211066,88.11779783021943,88.18160576872005,88.24533852477325,88.3088883763669,88.37196020910719,88.4336817846859,88.49159003146605,88.5385637879616,88.55422170679356
189600.0,88.05394995211066,88.11779773785655,88.18160606025428,88.24533786931316,88.30888960926792,88.3719581971221,88.43368459963062,88.49158691645687,88.5385655467977,88.55422509024474
190800.0,88.05394995211066,88.11779779244375,88.18160588795517,88.24533825669543,88.30888888061341,88.37195938622149,88.4336829359758,88.49158875745213,88.53856450731152,88.55422309059813
192000.0,88.05394995211066,88.11779777537583,88.18160594182835,88.2453381355718,88.30888910844328,88.37195901442333,88.43368345615416,88.49158818182445,88.53856483232975,88.55422371583164
193200.0,88.05394995211066,88.11779776182541,88.18160598459919,88.24533803940953,88.30888928932153,88.37195871924617,88.43368386913303,88.49158772482339,88.53856509036747,88.55422421221564
194400.0,88.05394995211066,88.11779777101559,88.18160595559105,88.24533810462903,88.30888916664571,88.37195891944214,88.43368358904122,88.4915880347721,88.53856491536027,88.55422387555647
195600.0,88.05394995211066,88.11779769022651,88.18160621059377,88.24533753130345,88.30889024505396,88.3719571595756,88.43368605124962,88.49158531010009,88.53856645379928,88.55422683503252
