AR,Q_L,Q_b,Q_VL,Q_Vw,Q_tot,BOR
0.05,619.4343450837935,4037.752595186297,4.107777892759602,60.27046522065497,4721.5651833835045,0.33387706435436093
0.0736842105263158,711.4023494693123,3117.9567356357534,3.88148039148777,62.73337306383492,3895.9739385603884,0.27549630729615837
0.09736842105263158,784.5760650120018,2589.2518160877466,3.682755106896975,65.31316598383884,3442.823802190484,0.2434523679068534
0.12105263157894737,846.2872695945085,2239.426868052455,3.4975937428137964,67.83540252768746,3157.047133917465,0.22324400527731622
0.14473684210526316,900.1527126635991,1987.9264518321563,3.3207215072516196,70.25983036594918,2961.659716368956,0.2094274770642298
0.16842105263157897,948.2528946833606,1796.8926113803952,3.1532862642432176,72.5811275464138,2820.879919874413,0.19947239440665157
0.19210526315789472,991.9068092756879,1645.9887610805292,2.994347722561209,74.80428170547766,2715.6941997842555,0.19203432723379987
0.21578947368421053,1032.0091370204182,1523.2325233281058,2.8441913215297525,76.93708908960343,2635.022940759657,0.18632976632375878
0.23947368421052634,1069.1977628428813,1421.0668570438768,2.7026971199369187,78.98765881746975,2571.9549758241646,0.1818700013614242
0.2631578947368421,1103.9452753088651,1334.469868829528,2.5696872641902138,80.96356950920516,2521.948400911788,0.1783338591089382
0.2868421052631579,1136.6126381703136,1259.9629471308028,2.4451819861861472,82.87162787801329,2481.892395165316,0.1755013432104994
0.3105263157894737,1167.4824840125548,1195.053736316023,2.3284845829985135,84.7178513094148,2449.582556220991,0.17321659815610735
0.33421052631578946,1196.7807248498211,1137.9057490170073,2.2193051164614226,86.50752571180224,2423.413304695092,0.17136606840973437
0.35789473684210527,1224.6910910540253,1087.133386360521,2.117183701556333,88.24530248339504,2402.186963599497,0.169865077029853
0.3815789473684211,1251.3652597838034,1041.6698738008436,2.0216794438051227,89.93526945955253,2384.992082488005,0.16864916033979624
0.4052631578947368,1276.9300562044618,1000.6793973882151,1.9323459782299135,91.58104213928308,2371.1228417101897,0.167668418949067
0.42894736842105263,1301.4927366430475,963.4970056726731,1.8487627597883574,93.18581887289965,2360.024323948409,0.16688359080689183
0.45263157894736844,1325.1448962142529,929.586499195191,1.7705142736688855,94.752454205294,2351.2543638884067,0.16626343170115243
0.4763157894736842,1347.965461925753,898.5102910820085,1.6972075762663967,96.28349224417785,2344.456452828206,0.16578272206873654
0.5,1370.0229733902693,869.9074260835624,1.6284838363214196,97.78121749906077,2339.3401008092137,0.16542092075577663
0.55,1414.3438159247244,816.3528529399009,1.4969453323489672,100.84269580948899,2333.0363100064633,0.1649751462391432
0.6172413793103448,1469.7990061883277,755.9325028428303,1.3217940858830894,104.75888771284635,2331.8121908298876,0.1648886233925691
0.6844827586206896,1521.2640003603422,705.5774606897054,1.1935376172198386,108.49386472018439,2336.528863387452,0.1652221331502124
0.7517241379310345,1569.3791741366038,662.8481431582352,1.0849050412684222,112.06381052403474,2345.376032860142,0.16584772603373024
0.8189655172413793,1614.634855300254,626.0503996509253,0.9920757821861217,115.48890200374083,2357.1662327371064,0.1666814300640144
0.8862068965517241,1657.4160634470682,593.9678762640858,0.9087626043686914,118.78122112483139,2371.0739234403545,0.16766488247100625
0.953448275862069,1698.0308724027504,565.7027405268253,0.8396459273586085,121.96300881819809,2386.5362676751324,0.16875825793093174
1.0206896551724138,1736.7306192435262,540.5765875220364,0.7792256823144329,125.04128031935973,2403.127712767237,0.16993147676216291
1.0879310344827586,1773.7230157512872,518.0664449543992,0.7260249590925365,128.02564651600377,2420.541132180783,0.17116282096834837
1.1551724137931034,1809.182056126568,497.7621103911611,0.6786798595953928,130.92038595120098,2438.5432323285254,0.17243579154906746
1.2224137931034482,1843.25487221704,479.33691901855076,0.6367168729907525,133.74039905766801,2456.9689071662497,0.17373871642763605
1.2896551724137932,1876.0674377589407,462.5272292116216,0.5991153712142722,136.4880029368253,2475.6817852786016,0.17506195023069307
1.3568965517241378,1907.7283436133966,447.11771996230436,0.5652503178058722,139.16861190409097,2494.5799257975978,0.1763982850754453
1.4241379310344828,1938.331975465346,432.9306551867077,0.5346100646967217,141.78700207095454,2513.584242787705,0.17774212846537427
1.4913793103448276,1967.9609706812835,419.81791289794296,0.5068462334983176,144.34594200560855,2532.6316718183334,0.17908902397501314
1.5586206896551724,1996.6880523814802,407.65497790018577,0.48146120395042696,146.85217086307293,2551.676662348689,0.1804357441055271
1.6258620689655172,2024.577712051097,396.3363526366966,0.45823054544063146,149.3075886278878,2570.679883861122,0.18177951059678418
1.693103448275862,2051.687363980332,385.77200806156134,0.43689621767361014,151.715247834921,2589.6115160944883,0.1831182152524561
1.7603448275862068,2078.068387235089,375.88460789689503,0.417248024128555,154.07790983510338,2608.4481529912164,0.18445020259065323
1.8275862068965516,2103.7670003935445,366.60731534277545,0.39918184550223,156.39595764199998,2627.1694552238223,0.18577403162601996
1.8948275862068964,2128.8248137167325,357.88204358117855,0.38237247509968886,158.67588296042064,2645.765112733431,0.18708897869417615
1.9620689655172414,2153.279624065602,349.65804806807296,0.36676760006486214,160.91768700905024,2664.22212674279,0.18839412202260597
2.029310344827586,2177.1657628381427,341.8907846728867,0.35224694323425576,163.1232842975258,2682.5320787517894,0.18968886629177395
2.096551724137931,2200.514544980521,334.5409765032549,0.33870567286905445,165.29443469801745,2700.6886618546623,0.19097276548061554
2.163793103448276,2223.354621466572,327.5738459462327,0.3260524555472215,167.43275910604038,2718.6872789743925,0.19224549457607507
2.231034482758621,2245.712290683617,320.9584785545856,0.3142407979531795,169.53919738266436,2736.5242074188204,0.19350679258278602
2.2982758620689654,2267.6117191483136,314.66729293063173,0.30312775604977943,171.61626915634426,2754.1984089913394,0.19475658143747077
2.36551724137931,2289.075224121432,308.6755964211271,0.29268631104046516,173.6646936292143,2771.7082004828135,0.19599474448818416
2.432758620689655,2310.1234294202136,302.96121073503554,0.2828598756740554,175.68567168172132,2789.0531717126446,0.19722125266993534
2.5,2330.7754449206286,297.5041548876658,0.27359784159204115,177.68032181119747,2806.233519461084,0.1984361199611036
