Aspect Ratio,Thermal Aspect Ratio,Boil-Off Rate (BOR)
0.02,0.03964888798996968,0.01169222772737388
0.04000000000000001,0.07628730377852176,0.007660141822967026
0.060000000000000005,0.11023988089252583,0.006070417130946441
0.08,0.14178989283779658,0.00519636469319189
0.1,0.17118282390436423,0.004637746938600392
0.12000000000000001,0.19863208840446842,0.004248274749177365
0.14,0.2243239815313649,0.003960846478974285
0.16,0.24842180382790002,0.0037400565773711056
0.18000000000000002,0.2710692780188226,0.0035653419548536402
0.2,0.29239338406571225,0.003423891234231898
0.22000000000000003,0.31250672026623694,0.0033072820142312424
0.24000000000000002,0.3315094783246033,0.0032097368793760164
0.26,0.34949110309717835,0.003127153687156736
0.28,0.36653169371243455,0.0030565353796757327
0.30000000000000004,0.3827031916069172,0.0029956389584401204
0.32,0.39807039218348705,0.002942750913608405
0.34,0.4126918098025577,0.0028965387815288865
0.36000000000000004,0.4266204202645153,0.0028559502244481006
0.38,0.4399043005178865,0.002820142718457974
0.4,0.45258718178840623,0.0027884335016922003
0.42000000000000004,0.46470892947933123,0.0027602632601239777
0.44000000000000006,0.4763059608962827,0.002735169328844755
0.46,0.4874116099866792,0.0027127656119524906
0.48000000000000004,0.49805644676571276,0.0026927273280292242
0.5,0.5082685578585362,0.0026747792760315543
0.52,0.5180737935674606,0.002658686705805154
0.54,0.5274959860306262,0.0026442481407490874
0.56,0.5365571423408452,0.0026312896809255935
0.5800000000000001,0.5452776159131373,0.0026196604411797904
0.6000000000000001,0.5536762589052688,0.0026092288681964187
0.6200000000000001,0.5617705580901157,0.0025998797445442386
0.64,0.5695767562379062,0.0025915117343378257
0.66,0.5771099607791157,0.0025840353593422627
0.68,0.5843842412758141,0.0025773713197425902
0.7000000000000001,0.591412717023157,0.002571449092830543
0.7200000000000001,0.5982076359273387,0.002566205757296754
0.7400000000000001,0.6047804456567029,0.0025615850017228436
0.76,0.6111418579346903,0.002557536284485899
0.78,0.6173019067334828,0.002554014118610285
0.8,0.62327000103276,0.0025509774604646133
0.8200000000000001,0.6290549727265521,0.0025483891850503998
0.8400000000000001,0.634665120190803,0.0025462156339009943
0.8600000000000001,0.6401082479632871,0.0025444262241053153
0.8800000000000001,0.6453917029346079,0.002542993109024394
0.9,0.650522407402943,0.002541890882893812
0.92,0.655506889305056,0.002541096322783006
0.9400000000000001,0.6603513099010014,0.0025405881625886937
0.9600000000000001,0.6650614891592426,0.0025403468944270625
0.9800000000000001,0.6696429290619538,0.002540354593681019
1.0,0.674100835026604,0.0025405947644408363
1.02,0.6784401356190687,0.0025410522026805384
1.04,0.682665500715136,0.0025417128747160104
1.06,0.6867813582510239,0.002542563809158031
1.08,0.690791909689149,0.0025435930004983785
1.1,0.6947011443126482,0.0025447893229587626
1.12,0.6985128524508318,0.0025461424533721653
1.1400000000000001,0.7022306377276932,0.0025476428019400752
1.1600000000000001,0.7058579284166324,0.0025492814500325846
1.1800000000000002,0.7093979879765646,0.0025510500941242037
1.2000000000000002,0.7128539248374408,0.0025529409952438614
1.2200000000000002,0.7162287014968277,0.002554946933270293
1.2400000000000002,0.7195251429834731,0.0025570611655614138
1.26,0.7227459447386557,0.0025592773894413797
1.28,0.7258936799615091,0.0025615897081358472
1.3,0.728970806460375,0.0025639925997887076
1.32,0.7319796730485068,0.0025664808892408002
1.34,0.7349225255190855,0.0025690497222988994
1.36,0.7378015122314826,0.002571694542218254
1.3800000000000001,0.7406186893379539,0.002574411068217334
1.4000000000000001,0.7433760256774835,0.0025771952757840536
1.4200000000000002,0.7460754073612402,0.0025800433786356287
1.4400000000000002,0.7487186420720862,0.002582951812153948
1.4600000000000002,0.751307463098721,0.002585917218158362
1.4800000000000002,0.7538435331233768,0.002588936430905194
1.5000000000000002,0.7563284477804488,0.002592006464191395
1.52,0.7587637390020634,0.0025951244994568724
1.54,0.761150878165313,0.0025982878748141685
1.56,0.7634912790547459,0.0026014940749068036
1.58,0.7657863006526362,0.002604740721533901
1.6,0.7680372497686015,0.0026080255649650443
1.62,0.7702453835192581,0.002611346475904256
1.6400000000000001,0.7724119116677931,0.0026147014380315785
1.6600000000000001,0.7745379988326053,0.002618088541076635
1.6800000000000002,0.776624766573476,0.0026215059743927016
1.7000000000000002,0.7786732953631281,0.0026249520209766118
1.7200000000000002,0.7806846264514443,0.0026284250519063726
1.7400000000000002,0.7826597636291076,0.0026319235211607877
1.7600000000000002,0.784599674896933,0.002635445960790195
1.7800000000000002,0.7865052940467259,0.0026389909764169624
1.8,0.7883775221590843,0.002642557243028439
1.82,0.7902172290231982,0.002646143501055102
1.84,0.7920252544833365,0.0026497485527003668
1.86,0.7938024097164069,0.002653371258508663
1.8800000000000001,0.7955494784446656,0.002657010534153048
1.9000000000000001,0.7972672180873867,0.002660665347428737
1.9200000000000002,0.798956360855047,0.0026643347154325443
1.9400000000000002,0.8006176147893413,0.0026680177019185606
1.9600000000000002,0.8022516647521384,0.0026717134148188364
1.9800000000000002,0.8038591733662696,0.002675421003913677
2.0,0.8054407819108736,0.002679139658643537
