a,tau_rq_03_LF95,tau_rq_07_LF95,tau_rq_03_LF05,tau_rq_07_LF05
0.9032064128256513,19155.297035219868,43993.275063538844,400144.63033241034,918997.6409681778
0.9080160320641282,19121.416271087317,43915.4623429579,399436.87801647,917372.1719266499
0.9128256513026052,19087.773947328973,43838.197239725305,398734.10660138546,915758.1423392332
0.9176352705410821,19054.367142761406,43761.4730448651,398036.25506508735,914155.4120587561
0.9224448897795591,19021.192987059952,43685.28316620695,397343.2634479205,912563.8433780569
0.927254509018036,18988.248659613673,43609.62112575606,396655.072828725,910983.300975047
0.932064128256513,18955.531388411695,43534.48055713578,395971.6253015721,909413.6518592831
0.93687374749499,18923.038448960284,43459.855203100255,395292.8639531424,907854.765320011
0.9416833667334669,18890.767163229335,43385.738913115,394618.7328407185,906306.5128756223
0.9464929859719439,18858.71489862746,43312.12564100302,393949.17697077536,904768.7682244877
0.9513026052104208,18826.879067004887,43239.00944265469,393284.1422781514,903241.4071971115
0.9561122244488978,18795.25712368302,43166.38447379911,392623.5756057758,901724.3077095813
0.9609218436873747,18763.84656651,43094.24498783493,391967.42468494055,900217.3497182525
0.9657314629258517,18732.64493494141,43022.5853337192,391315.6381160962,898720.415175647
0.9705410821643286,18701.649809145285,42951.39995391167,390668.165350156,897233.3879875129
0.9753507014028056,18670.858809130714,42880.68338237369,390024.95667029376,895756.153971021
0.9801603206412826,18640.269593899313,42810.430242619244,389385.9631742168,894288.600814051
0.9849699398797594,18609.879860618734,42740.63524581697,388751.13675690256,892830.618035546
0.9897795591182365,18579.687343817783,42671.2931889414,388120.4300937843,891382.0969468912
0.9945891783567133,18549.68981460219,42602.39895297201,387493.79662436916,889942.9306142931
0.9993987975951903,18519.8850798906,42533.94750113851,386871.19053627783,888513.0138221248
1.0042084168336673,18490.27098167013,42465.93387721107,386252.56674969447,887092.2430372096
1.0090180360721444,18460.84539627082,42398.353203834035,385637.8809022095,885680.5163740129
1.0138276553106211,18431.60623365857,42331.20068090195,385027.0893340497,884277.733560719
1.0186372745490981,18402.551436745754,42264.471583976396,384420.1490736775,882883.7959061582
1.0234468937875751,18373.678980719335,42198.16126274282,383817.0178237555,881498.6062675719
1.0282565130260521,18344.98687238561,42132.2651395056,383217.6539474581,880122.0690191741
1.0330661322645291,18316.473149531295,42066.77870772076,382622.01645512565,878754.0900215029
1.037875751503006,18288.13588030049,42001.697530565005,382030.0649912492,877394.5765915256
1.042685370741483,18259.973162586906,41937.01723953989,381441.75982177374,876043.4374734816
1.04749498997996,18231.983123441038,41872.7335331103,380857.06182171544,874700.5828104416
1.052304609218437,18204.163918491813,41808.84217537621,380275.9324630801,873365.9241165599
1.0571142284569137,18176.513731382303,41745.33899477658,379698.3338030741,872039.3742500003
1.0619238476953907,18149.03077321904,41682.21988282477,379124.2284726029,870720.847386521
1.0667334669338677,18121.713282034663,41619.48079287433,378553.5796650442,869410.258993689
1.0715430861723447,18094.559522263397,41557.11773891438,377986.35112529196,868107.525805719
1.0763527054108217,18067.56778422907,41495.12679439372,377422.5071390611,866812.5657989087
1.0811623246492985,18040.736383645297,41433.50409107298,376862.0125224465,865525.2981676616
1.0859719438877755,18014.063661127457,41372.245817903764,376304.83261172846,864245.6433010717
1.0907815631262525,17987.54798171623,41311.34821993439,375750.93325341993,862973.5227600649
1.0955911823647295,17961.18773441223,41250.80759724107,375200.2807945446,861708.8592550739
1.1004008016032065,17934.981331721567,41190.62030388423,374652.84207314457,860451.5766242325
1.1052104208416833,17908.927209211914,41130.78274688895,374108.5844090066,859201.5998120828
1.1100200400801603,17883.023825078893,41071.291385249126,373567.47559460334,857958.8548487669
1.1148296593186373,17857.26965972242,41012.142728954444,373029.48388624546,856723.2688297051
1.1196392785571143,17831.66321533281,40953.333338039745,372494.5779954327,855494.7698957357
1.1244488977955913,17806.203015486302,40894.859821656224,371962.72708040697,854273.2872137129
1.129258517034068,17780.887604749765,40836.718837163455,371433.9007378939,853058.7509575407
1.134068136272545,17755.715548294433,40778.90708924235,370908.06899503415,851851.0922896417
1.138877755511022,17730.68543151829,40721.42132902778,370385.202301495,850650.243342839
1.143687374749499,17705.79585967694,40664.25835326096,369865.2715217595,849456.1372026496
1.148496993987976,17681.04545752278,40607.4150034607,369348.24792758864,848268.7078899711
1.153306613226453,17656.43286895212,40550.88816511287,368834.10319065145,847087.8903441525
1.15811623246493,17631.956756660275,40494.674766878336,368322.80937531736,845913.6204064467
1.162925851703407,17607.615801804073,40438.77177981794,367814.3389316084,844745.8348038202
1.167735470941884,17583.40870367201,40383.17621663477,367308.6646883083,843584.4711331266
1.1725450901803607,17559.334179361445,40327.88513093293,366805.75984621857,842429.4678456204
1.1773547094188377,17535.390963462945,40272.89561649253,366305.5979715655,841280.7642318131
1.1821643286573147,17511.577807751473,40218.204806560454,365808.1529895484,840138.3004066569
1.1869739478957917,17487.8934808842,40163.809873156344,365313.3991780282,839002.01729505
1.1917835671342685,17464.3367681049,40109.7080263937,364821.31116135116,837871.8566176486
1.1965931863727455,17440.906470954666,40055.89651381546,364331.8639043068,836747.7608769948
1.2014028056112225,17417.6014069888,40002.372619743815,363845.0327062133,835629.6733439298
1.2062124248496995,17394.42040949976,39949.13366464396,363360.79319513007,834517.5380443023
1.2110220440881765,17371.362327245923,39896.17700450105,362879.12132219214,833411.2997459576
1.2158316633266533,17348.426024186145,39843.50003021063,362399.99335606484,832310.9039460012
1.2206412825651303,17325.61037921988,39791.10016698181,361923.38587751554,831216.2968583321
1.2254509018036073,17302.914285932744,39738.97487375286,361449.2757740975,830127.4254014333
1.2302605210420843,17280.336652347403,39687.12164261905,360977.64023494726,829044.2371864226
1.235070140280561,17257.876400679586,39635.53799827244,360508.45674568746,827966.6805053479
1.239879759519038,17235.532467099267,39584.22149745321,360041.70308343787,826894.7043197262
1.244689378757515,17213.303801496633,39533.16972841229,359577.35731192667,825828.2582493192
1.249498997995992,17191.189367253017,39482.38031038527,359115.397776705,824767.2925611411
1.254308617234469,17169.188141016362,39431.85089307658,358655.8031004575,823711.7581586876
1.2591182364729459,17147.299112481385,39381.5791561548,358198.5521784091,822661.6065713878
1.2639278557114229,17125.52128417417,39331.56280875782,357743.6241738256,821616.7899442718
1.2687374749498999,17103.85367124107,39281.79958900806,357290.99851360463,820577.2610278415
1.2735470941883769,17082.295301242008,39232.28726353763,356840.65488395566,819542.9731681529
1.2783567134268536,17060.84521394774,39183.02362702296,356392.5732261677,818513.8802970919
1.2831663326653306,17039.502461141314,39134.00650172859,355946.7337324599,817489.9369228489
1.2879759519038076,17018.26610642346,39085.23373706032,355503.11684191733,816471.0981205797
1.2927855711422847,16997.135225021808,39036.70320912706,355061.70323650487,815457.3195232555
1.2975951903807617,16976.108903603934,38988.41282031136,354622.4738371626,814448.5573126914
1.3024048096192384,16955.186240094048,38940.36049884854,354185.4097999754,813444.7682107526
1.3072144288577154,16934.366343493297,38892.54419841386,353750.4925124203,812445.909470733
