Param,Local_sensitivity,Design_elasticity
U_L,0.0370366471427736,-0.05605104338310966
U_V,0.6286159126347495,-0.9342749714657114
U_b,0.3304798210214897,0.9968846575760285
eta_w,0.6453217950889673,-1.0813657750878143
