Liquid_Filling,Geometric_AR,Thermal_AR,BOR
0.05,0.01,0.008967615457402548,1.047537092679367
0.05,0.040202020202020204,0.03506884307160976,0.4255371252430078
0.05,0.07040404040404041,0.05978436687825837,0.3005981139717606
0.05,0.10060606060606062,0.08322431923439733,0.24300811241801035
0.05,0.13080808080808082,0.10548911823436154,0.20908396877663393
0.05,0.16101010101010102,0.1266707178151791,0.186474175592227
0.05,0.19121212121212122,0.14685176244037,0.1702306792890771
0.05,0.22141414141414142,0.16610540552563202,0.15795539048277796
0.05,0.2516161616161616,0.1844965868925261,0.14833466619372748
0.05,0.2818181818181818,0.20208353494876366,0.1405842669007844
0.05,0.31202020202020203,0.21891891827658622,0.1342050658107916
0.05,0.3422222222222222,0.23505066289663343,0.1288632526072866
0.05,0.37242424242424244,0.25052256063435735,0.12432656623219107
0.05,0.40262626262626267,0.26537474912129067,0.12042808805394034
0.05,0.43282828282828284,0.27964410937788586,0.11704458091455705
0.05,0.46303030303030307,0.2933646042270832,0.11408295797797763
0.05,0.49323232323232324,0.3065675708059655,0.11147151696562729
0.05,0.5234343434343435,0.31928197609188563,0.10915408237024571
0.05,0.5536363636363637,0.3315346415860142,0.10708598445537554
0.05,0.5838383838383838,0.3433504418858401,0.10523123364045817
0.05,0.614040404040404,0.35475248089477535,0.1035604934792349
0.05,0.6442424242424243,0.36576224872803625,0.10204959962726923
0.05,0.6744444444444445,0.3763997618533024,0.10067845985571844
0.05,0.7046464646464646,0.3866836885991149,0.09943022494458242
0.05,0.7348484848484849,0.3966314618399068,0.09829065536483395
0.05,0.7650505050505051,0.4062593804011795,0.09724763162024685
0.05,0.7952525252525253,0.4155827005108762,0.09629077145292975
0.05,0.8254545454545454,0.42461571844114504,0.09541112754293968
0.05,0.8556565656565657,0.43337184533212253,0.09460094654008211
0.05,0.8858585858585859,0.4418636750603954,0.09385347532491295
0.05,0.9160606060606061,0.45010304590516637,0.093162803996381
0.05,0.9462626262626262,0.45810109667149407,0.09252373767923094
0.05,0.9764646464646465,0.4658683178496221,0.09193169113798305
0.05,1.0066666666666666,0.47341459832020444,0.09138260158133393
0.05,1.036868686868687,0.4807492680554056,0.09087285608199025
0.05,1.067070707070707,0.4878811372139843,0.0903992308205841
0.05,1.0972727272727274,0.49481853198334,0.08995883995728415
0.05,1.1274747474747475,0.5015693274821537,0.08954909239041342
0.05,1.1576767676767676,0.5081409780028374,0.08916765501309842
0.05,1.187878787878788,0.5145405448428421,0.08881242135252454
0.05,1.218080808080808,0.5207747219473631,0.08848148469061767
0.05,1.2482828282828282,0.5268498595626553,0.0881731149338818
0.05,1.2784848484848486,0.5327719860785585,0.0878857386341585
0.05,1.3086868686868687,0.5385468282206458,0.08761792166904314
0.05,1.338888888888889,0.5441798297362593,0.08736835417658018
0.05,1.3690909090909091,0.5496761687044024,0.08713583740814235
0.05,1.3992929292929293,0.5550407735867209,0.08691927221966567
0.05,1.4294949494949496,0.5602783381254832,0.08671764896720058
0.05,1.4596969696969697,0.5653933351843579,0.08653003861030828
0.05,1.4898989898989898,0.570390029618766,0.08635558485770711
0.05,1.5201010101010102,0.5752724902545038,0.08619349721508573
0.05,1.5503030303030303,0.5800446010460956,0.08604304481615821
0.05,1.5805050505050506,0.5847100714798461,0.0859035509356747
0.05,1.6107070707070708,0.5892724462807261,0.08577438809784343
0.05,1.6409090909090909,0.5937351144769731,0.08565497370594244
0.05,1.6711111111111112,0.5981013178715692,0.08554476612935669
0.05,1.7013131313131313,0.6023741589654825,0.08544326119302315
0.05,1.7315151515151515,0.6065566083737153,0.08534998902173929
0.05,1.7617171717171718,0.610651511771713,0.08526451119810186
0.05,1.791919191919192,0.6146615964065418,0.08518641819825334
0.05,1.8221212121212123,0.6185894772043802,0.08511532707421243
0.05,1.8523232323232324,0.622437662503277,0.08505087935552869
0.05,1.8825252525252525,0.6262085594377825,0.08499273914638561
0.05,1.9127272727272728,0.6299044789999054,0.08494059139723165
0.05,1.942929292929293,0.6335276407989114,0.08489414033250586
0.05,1.9731313131313133,0.6370801775406991,0.08485310801826262
0.05,2.0033333333333334,0.6405641392458684,0.08481723305535382
0.05,2.0335353535353535,0.6439814972241242,0.08478626938552614
0.05,2.0637373737373736,0.6473341478213029,0.08475998519919248
0.05,2.093939393939394,0.6506239159540771,0.08473816193491701
0.05,2.1241414141414143,0.6538525584462626,0.08472059336175675
0.05,2.1543434343434344,0.6570217671796175,0.08470708473655542
0.05,2.1845454545454546,0.6601331720710721,0.08469745202915147
0.05,2.2147474747474747,0.6631883438874573,0.08469152120919077
0.05,2.244949494949495,0.6661887969079988,0.08468912758891722
0.05,2.2751515151515154,0.6691359914441106,0.08469011521686909
0.05,2.3053535353535355,0.6720313362253398,0.08469433631796353
0.05,2.3355555555555556,0.6748761906596972,0.08470165077586023
0.05,2.3657575757575757,0.677671866976028,0.08471192565394547
0.05,2.395959595959596,0.6804196322555538,0.08472503475161286
0.05,2.4261616161616164,0.683120710359222,0.08474085819284571
0.05,2.4563636363636365,0.6857762837570528,0.08475928204440142
0.05,2.4865656565656566,0.6883874952652542,0.08478019796113556
0.05,2.5167676767676768,0.6909554496964901,0.08480350285625438
0.05,2.546969696969697,0.6934812154283309,0.0848290985944693
0.05,2.5771717171717174,0.6959658258945841,0.08485689170623067
0.05,2.6073737373737376,0.6984102810038986,0.08488679312137437
0.05,2.6375757575757577,0.7008155484897489,0.08491871792064942
0.05,2.667777777777778,0.7031825651956475,0.08495258510376669
0.05,2.697979797979798,0.7055122382991802,0.08498831737267976
0.05,2.728181818181818,0.7078054464782448,0.08502584092897458
0.05,2.7583838383838386,0.7100630410226503,0.0850650852842787
0.05,2.7885858585858587,0.7122858468940436,0.08510598308275807
0.05,2.818787878787879,0.7144746637369482,0.08514846993479153
0.05,2.848989898989899,0.7166302668435259,0.08519248426102433
0.05,2.879191919191919,0.7187534080745183,0.08523796714605347
0.05,2.9093939393939396,0.720844816738672,0.0852848622010629
0.05,2.9395959595959598,0.7229052004328179,0.08533311543476385
0.05,2.96979797979798,0.7249352458446459,0.08538267513208586
0.05,3.0,0.726935619520092,0.08543349174007142
0.08750000000000001,0.01,0.009004709665147374,0.5986150149418898
0.08750000000000001,0.040202020202020204,0.03521307446895019,0.2432001969855231
0.08750000000000001,0.07040404040404041,0.06002867458991834,0.171814342375322
0.08750000000000001,0.10060606060606062,0.08356192798214214,0.13891168909509832
0.08750000000000001,0.13080808080808082,0.1059130522929339,0.11953131101960524
0.08750000000000001,0.16101010101010102,0.12717356247343503,0.1066155818977339
0.08750000000000001,0.19121212121212122,0.14742619924694494,0.09733725104054147
0.08750000000000001,0.22141414141414142,0.16674472841807983,0.09032610814354403
0.08750000000000001,0.2516161616161616,0.1851948250816733,0.08483158113001554
0.08750000000000001,0.2818181818181818,0.20283537420488823,0.08040558791735175
0.08750000000000001,0.31202020202020203,0.21971959217136816,0.07676295214541473
0.08750000000000001,0.3422222222222222,0.23589586606589316,0.07371295394965949
0.08750000000000001,0.37242424242424244,0.251408384809605,0.07112289487860601
0.08750000000000001,0.40262626262626267,0.26629763512662413,0.06889741029730945
0.08750000000000001,0.43282828282828284,0.2806008088619114,0.06696609299454304
0.08750000000000001,0.46303030303030307,0.29435214765020723,0.06527576196295315
0.08750000000000001,0.49323232323232324,0.3075832399032419,0.06378545399262081
0.08750000000000001,0.5234343434343435,0.3203232797134696,0.062463076795389316
0.08750000000000001,0.5536363636363637,0.332599294299702,0.061283111605994645
0.08750000000000001,0.5838383838383838,0.3444363449119622,0.06022499878131704
0.08750000000000001,0.614040404040404,0.35585770505692543,0.0592719796823975
0.08750000000000001,0.6442424242424243,0.3668850191681007,0.05841025050952431
0.08750000000000001,0.6744444444444445,0.3775384443015933,0.05762833384799326
0.08750000000000001,0.7046464646464646,0.3878367770213524,0.056916604979648566
0.08750000000000001,0.7348484848484849,0.3977975673062744,0.056266930056680264
