Param,Local_sensitivity,Design_elasticity
U_L,0.037385704975194015,-0.05692316538085681
U_V,0.6249566110640296,-0.9294761561665627
U_b,0.3317185183306591,1.0047280270422598
eta_w,0.6967434066782686,-1.15016598263588
