Param,Local_sensitivity,Design_elasticity
U_L,0.6357040936963195,-0.9560757347395469
U_V,0.03126916647334034,-0.04168390425816943
U_b,0.33225005345207775,0.9987106269971611
eta_w,0.019455274685555097,-0.07642901727808554
