Param,Local_sensitivity,Design_elasticity
U_L,0.6363171000598342,-0.9540947510215015
U_V,0.03007856556545132,-0.04489183373929179
U_b,0.3336355111500344,0.9989552242072601
eta_w,0.030316750739650487,-0.0467397918526121
