Time (s),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022,88.05394995211022
1200.0,88.05394995211022,88.13918536988474,88.1814588432263,88.19709106953546,88.20164197909061,88.20272819775528,88.20294770326514,88.20298614925206,88.20299206238026,88.20299286526453,88.20299296137544,88.20299297151348,88.20299297245928,88.202992972537,88.20299297254256,88.20299297254294,88.20299297254303,88.20299297254297,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299,88.20299297254299
2400.0,88.05394995211022,88.1642422196697,88.24920731291634,88.30330712036677,88.33197453319066,88.3448281086532,88.34979161801172,88.35146926039921,88.3519725078911,88.35210803301696,88.35214109929916,88.35214846005888,88.35214996287415,88.35215024538678,88.35215029443196,88.35215030231248,88.3521503034864,88.35215030364859,88.3521503036696,88.35215030367208,88.35215030367232,88.35215030367237,88.35215030367236,88.35215030367235,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236,88.35215030367236
3600.0,88.05394995211022,88.17186668744729,88.278321814648,88.36432880191425,88.42539308145079,88.46338730217728,88.48420957384634,88.49434297358351,88.49876132579197,88.50050227427137,88.5011271120236,88.50133282249111,88.50139532475121,88.50141294128704,88.50141756708756,88.50141870266165,88.50141896402225,88.50141902054858,88.50141903205743,88.50141903426623,88.50141903466636,88.50141903473462,88.5014190347457,88.50141903474749,88.50141903474763,88.5014190347477,88.50141903474763,88.5014190347477,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767,88.50141903474767
4800.0,88.05394995211022,88.17428775782578,88.28987840896477,88.39457518988111,88.48186695272307,88.54792472636065,88.5930617841552,88.62092578365997,88.63652266133222,88.64447892606466,88.64819811641793,88.64979995705194,88.6504388681039,88.65067596338733,88.65075815833633,88.6507848731225,88.65079303838621,88.65079539147898,88.65079603230348,88.650796197548,88.65079623796551,88.65079624735809,88.65079624943525,88.65079624987327,88.65079624996137,88.65079624997851,88.65079624998151,88.65079624998225,88.65079624998226,88.65079624998232,88.6507962499823,88.65079624998219,88.6507962499823,88.6507962499823,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228,88.65079624998228
6000.0,88.05394995211022,88.17510795260768,88.29434128926249,88.40836249889149,88.51223141230106,88.60083688453793,88.67081974756451,88.72171028420783,88.7557345007118,88.7766754010103,88.78857303089194,88.79483490662284,88.79789942911908,88.79929921813128,88.79989811196218,88.80013890799964,88.80023016053114,88.8002628399523,88.80027392489112,88.80027749337985,88.80027858549332,88.8002789037023,88.8002789920808,88.80027901550177,88.80027902142898,88.80027902286227,88.80027902319367,88.80027902326694,88.80027902328234,88.80027902328561,88.80027902328605,88.80027902328635,88.80027902328628,88.80027902328624,88.80027902328628,88.80027902328627,88.8002790232863,88.80027902328627,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628,88.80027902328628
7200.0,88.05394995211022,88.17542288813327,88.29608528755556,88.41437680567094,88.5273372181386,88.6308653686651,88.7207488904542,88.79398481527639,88.84968002278461,88.88912257648504,88.91513233535699,88.93112485720472,88.9403134648819,88.94525954309795,88.94776073564653,88.94895225691795,88.94948838722924,88.94971680113933,88.94980915131092,88.94984465706521,88.94985766150673,88.94986220624422,88.94986372382905,88.94986420860714,88.9498643568996,88.94986440037506,88.94986441259921,88.94986441589718,88.94986441675148,88.94986441696379,88.94986441701458,88.94986441702618,88.9498644170287,88.9498644170293,88.94986441702936,88.9498644170294,88.94986441702942,88.94986441702943,88.94986441702946,88.94986441702943,88.94986441702943,88.94986441702942,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943,88.94986441702943
8400.0,88.05394995211022,88.17557424313009,88.29681416438207,88.41697841702072,88.53450589789723,88.64674854401137,88.75021555307156,88.8413216833888,88.9173466135041,88.97716045502672,89.02141082584761,89.0521672717313,89.07226047692039,89.08461437127576,89.09177517053075,89.09569616558697,89.09772864769423,89.09872811708205,89.0991953240484,89.09940333200322,89.09949169150163,89.09952756170068,89.09954149831863,89.09954668741852,89.09954854112094,89.09954917709729,89.09954938683418,89.09954945337145,89.09954947368946,89.09954947966449,89.09954948135739,89.09954948181955,89.09954948194121,89.09954948197203,89.09954948197958,89.09954948198137,89.09954948198173,89.09954948198194,89.09954948198185,89.09954948198191,89.09954948198195,89.09954948198187,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198188,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191,89.09954948198191
9600.0,88.05394995211022,88.17567110598735,88.29716840898459,88.41814853675578,88.5378515470051,88.65477111991547,88.76653351176559,88.87010962373951,88.96237788836142,89.04084973526481,89.10426353941517,89.15281821101878,89.18799791083161,89.21211343224324,89.22776347095156,89.23738938838147,89.24300899588185,89.2461279495058,89.2477764210885,89.24860751882883,89.24900785651454,89.24919238945833,89.24927390102667,89.24930845027355,89.24932251909404,89.24932802910173,89.24933010664027,89.2493308614341,89.24933112587345,89.24933121527317,89.24933124445502,89.24933125365696,89.24933125646123,89.24933125728744,89.2493312575228,89.24933125758761,89.24933125760506,89.24933125760944,89.24933125761055,89.24933125761089,89.24933125761089,89.24933125761092,89.24933125761095,89.24933125761095,89.24933125761092,89.24933125761093,89.24933125761086,89.24933125761095,89.24933125761095,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092,89.24933125761092
10800.0,88.05394995211022,88.17574908945443,88.29738454784741,88.41873527301217,88.53945082027973,88.65874333059045,88.77518412151748,88.88663505797908,88.99042761653297,89.08379798262543,89.16445237903261,89.23106001515977,89.2834995742549,89.32279609211963,89.35080938768316,89.36980975226496,89.38207964198816,89.38963125675265,89.39406620868252,89.39655487324467,89.39789106820717,89.39857844528342,89.39891769622783,89.39907853859489,89.39915188066364,89.39918408120359,89.39919770747869,89.39920327042262,89.39920546332503,89.39920629865921,89.39920660636476,89.39920671604332,89.39920675389418,89.39920676654803,89.39920677064812,89.39920677193625,89.39920677232872,89.39920677244481,89.39920677247825,89.39920677248757,89.39920677248995,89.39920677249077,89.39920677249087,89.3992067724909,89.39920677249093,89.39920677249094,89.39920677249097,89.39920677249097,89.39920677249091,89.39920677249088,89.39920677249088,89.39920677249106,89.3992067724909,89.39920677249096,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094,89.39920677249094
